小韻次序	代表字	全部字	反切	編碼	切韻拼音	unt切韻擬音L	unt切韻擬音J	潘悟雲擬音
2008	腩	腩湳䈒𦐃揇萳	奴感	H2B	nomq	nʌ́m	nʌ́m	nəm˧˥
2009	襑	襑𥁺䏙嗿黮	他感	F2B	thomq	tʰʌ́m	tʰʌ́m	tʰəm˧˥
2010	歜	歜㣅䰼㔆	徂感	P2B	dzomq	dzʌ́m	dzʌ́m	dzəm˧˥
2011	慘	慘憯朁黲㜗傪噆䫩	七感	O2B	tshomq	tsʰʌ́m	tsʰʌ́m	tsʰəm˧˥
2012	顉	顉㜝嵁	五感	g2B	ngomq	ɴʌ́m	ɴʌ́m	ŋəm˧˥
2013	昝	昝寁撍	子感	N2B	tsomq	tsʌ́m	tsʌ́m	tsəm˧˥
2014	糂	糂糝糣𢕕㧲槮䫩䊉	桑感	Q2B	somq	sʌ́m	sʌ́m	səm˧˥
2015	坎	坎歁惂輡錎轗埳顑竷臽	苦感	e2B	khomq	qʰʌ́m	qʰʌ́m	kʰəm˧˥
2016	頷	頷頜𡣊撼淊菡欿蜭涵肣𢎘𢇞𢃗莟顄𡻡	胡感	j2B	ghomq	ʁʌ́m	ʁʌ́m	ɦəm˧˥
2017	壈	壈燣𨎹浨醂顲𠓭漤	盧感	I2B	lomq	ɫʌ́m	ɫʌ́m	ləm˧˥
2018	黕	黕耽𡖓衴䪴丼瓭抌䉞𥴶	都感	E2B	tomq	tʌ́m	tʌ́m	təm˧˥
2019	䫲	䫲	呼唵	i2B	homq	χʌ́m	χʌ́m	həm˧˥
2020	敢	敢𠭖𣪏𢽤橄澉䇞	古覽	d3B	kamq	qám	qám	kɑm˧˥
2021	㶒	㶒	賞敢	(deleted)		ɕém (ɕím)	ɕém (ɕím)	
2022	覽	覽爁擥攬欖罱	盧敢	I3B	lamq	ɫám	ɫám	lɑm˧˥
2023	𦵹	𦵹菼緂𤎥毯𦃖裧𠪚	吐敢	F3B	thamq	tʰám	tʰám	tʰɑm˧˥
2024	膽	膽紞䃫黵䒞𪆻	都敢	E3B	tamq	tám	tám	tɑm˧˥
2025	噉	噉啖啗澹𥲄淡憺惔	徒敢	G3B	damq	dám	dám	dɑm˧˥
2026	黲	黲	倉敢	O3B	tshamq	tsʰám	tsʰám	tsʰɑm˧˥
2027	㛧	㛧𩛎	謨敢	D3B	mamq	ᵯám	mám	mɑm˧˥
2028	䭕	䭕	子敢	N3B	tsamq	tsám	tsám	tsɑm˧˥
2029	槧	槧鏨嵌㟛	才敢	P3B	dzamq	dzám	dzám	dzɑm˧˥
2030	喊	喊嚂𡒓㯺	呼覽	i3B	hamq	χám	χám	hɑm˧˥
2031	埯	埯揜	烏敢	h3B	qamq	ʡám	ʡám	ʔɑm˧˥
2032	𠪚	𠪚䖔	口敢	e3B	khamq	qʰám	qʰám	kʰɑm˧˥
2033	琰	琰剡𨁹棪燄淡扊淊夵䎦䌪	以冉	l4B	jiemq	jém	jém	jiᴇm˧˥
2034	斂	斂撿薟蘞瀲獫溓嬚䭑羷䌞㰈㯬	良冉	I4B	liemq	lém	lém	liᴇm˧˥
2035	險	險獫玁㛍譣憸𩏩嶮	虛檢	i4F	hyemq	xɹém	xɹém	hɣiᴇm˧˥
2036	貶	貶𦥘	方斂	A4F	pyemq	pɹém	pɹém	pɣiᴇm˧˥
2037	颭	颭	占琰	X4B	tjiemq	tɕém	tɕém	tɕiᴇm˧˥
2038	𩑳	𩑳嵰	丘檢	e4F	khyemq	kʰɹém	kʰɹém	kʰɣiᴇm˧˥
2039	顩	顩广隒嬐䲓嶮噞	魚檢	g4F	ngyemq	ŋɹém	ŋɹém	ŋɣiᴇm˧˥
2040	儉	儉芡	巨險	f4F	gyemq	ɡɹém	ɡɹém	ɡɣiᴇm˧˥
2041	檢	檢瞼	居奄	d4F	kyemq	kɹém	kɹém	kɣiᴇm˧˥
2042	黶	黶𥜒檿厭魘厴擪酓	於琰	h4B	qiemq	ʔjém	ʔjém	ʔiᴇm˧˥
2043	冉	冉姌苒染𩃵䎃柟䣸𥬕𡜉	而琰	c4B	njiemq	ɲém	ɲém	ȵiᴇm˧˥
2044	陝	陝睒閃𧴭覢㴸㚒𡟨	失冉	a4B	sjiemq	ɕém	ɕém	ɕiᴇm˧˥
2045	諂	諂讇	丑琰	K4B	trhiemq	ʈʰém	ʈʰém	ʈʰiᴇm˧˥
2046	奄	奄𩃗䣍㭺閹掩揜裺晻渰罨弇𣃰媕𤗎𡹮𣄉	衣儉	h4F	qyemq	ʔɹém	ʔɹém	ʔɣiᴇm˧˥
2047	漸	漸𥕌蔪𦾶䟅嚵䤔鏨螹槧	慈染	P4B	dziemq	dzjém	dzjém	dziᴇm˧˥
2048	憸	憸䤘	七漸	O4B	tshiemq	tsʰjém	tsʰjém	tsʰiᴇm˧˥
2049	𩟗	𩟗	子冉	N4B	tsiemq	tsjém	tsjém	tsiᴇm˧˥
2050	脥	脥	謙琰	e4B	khiemq	kʰjém	kʰjém	kʰiᴇm˧˥
2051	剡	剡	時染	Z4B	djiemq	dʑém	dʑém	dʑiᴇm˧˥
2052	忝	忝䄼栝銛悿	他玷	F5B	themq	tʰém	tʰém	tʰem˧˥
2053	淰	淰㜤𨸱姌	乃玷	H5B	nemq	ném	ném	nem˧˥
2054	點	點玷𦒻㓠䍄	多忝	E5B	temq	tém	tém	tem˧˥
2055	簟	簟扂𠂼驔㶘橝	徒玷	G5B	demq	dém	dém	dem˧˥
2056	嗛	嗛歉慊膁	苦簟	e5B	khemq	qʰém	qʰém	kʰem˧˥
2057	稴	稴溓𤬓	力忝	I5B	lemq	ɫém	ɫém	lem˧˥
2058	鼸	鼸㺌	胡忝	j5B	ghemq	ʁém	ʁém	ɦem˧˥
2059	憯	憯	青忝	O5B	tshemq	tsʰém	tsʰém	tsʰem˧˥
2060	孂	孂	兼玷	d5B	kemq	qém	qém	kem˧˥
2061	𡕢	𡕢厸	明忝	D5B	memq	ᵯém	mém	mem˧˥
2062	儼	儼广𠆲㢂礹𢇘曮	魚埯	g8B	ngyomq	ŋə́m	ŋj̈ə́m	ŋɨam˧˥
2063	欦	欦𩒥䇜	丘广	e8B	khyomq	kʰə́m	kʰj̈ə́m	kʰɨam˧˥
2064	埯	埯𣃧	於广	h8B	qyomq	ʔə́m	ʔj̈ə́m	ʔɨam˧˥
2065	豏	豏減㺝喊㺌𡞣𥻇甉	下斬	j6B	gheemq	ʁéˤm	ʁéˤm	ɦɣɛm˧˥
2066	湛	湛㴴偡	徒減	L6B	dreemq	ɖéˤm	ɖéˤm	ɖɣɛm˧˥
2067	㦿	㦿𢜩歉撖䫡𣓅槏	苦減	e6B	kheemq	qʰéˤm	qʰéˤm	kʰɣɛm˧˥
2068	鹼	鹼鹻減𥳒	古斬	d6B	keemq	qéˤm	qéˤm	kɣɛm˧˥
2069	瀺	瀺嶃嵁	士減	U6B	dzreemq	dʐéˤm	dʐéˤm	dʐɣɛm˧˥
2070	臉	臉醶	力減	I6B	leemq	ɫéˤm	ɫéˤm	lɣɛm˧˥
2071	斬	斬	側減	S6B	tsreemq	tʂéˤm	tʂéˤm	tʂɣɛm˧˥
2072	䑎	䑎䤘	初減	T6B	tsrheemq	tʂʰéˤm	tʂʰéˤm	tʂʰɣɛm˧˥
2073	鬫	闞欦	火斬	i6B	heemq	χéˤm	χéˤm	hɣɛm˧˥
2074	摻	摻㺑醦𧀵	所斬	V6B	sreemq	ʂéˤm	ʂéˤm	ʂɣɛm˧˥
2075	黯	黯	乙減	h6B	qeemq	ʡéˤm	ʡéˤm	ʔɣɛm˧˥
2076	喊	喊	呼豏	i6B	heemq	χéˤm	χéˤm	hɣɛm˧˥
2077	𦊔	𦊔𦌫淰	女減	M6B	nreemq	ɳéˤm	ɳéˤm	ɳɣɛm˧˥
2078	𠐩	𠐩旵	丑減	K6B	trheemq	ʈʰéˤm	ʈʰéˤm	ʈʰɣɛm˧˥
2079	檻	檻艦壏𥽏㔋濫𨏊轞㺝撖	胡黤	j7B	ghaemq	ʁáˤm	ʁáˤm	ɦɣæm˧˥
2080	䫡	䫡	丘檻	e7B	khaemq	qʰáˤm	qʰáˤm	kʰɣæm˧˥
2081	㨻	㨻㺑	山檻	V7B	sraemq	ʂáˤm	ʂáˤm	ʂɣæm˧˥
2082	黤	黤𪒠	於檻	h7B	qaemq	ʡáˤm	ʡáˤm	ʔɣæm˧˥
2083	醶	醶	初檻	T7B	tsrhaemq	tʂʰáˤm	tʂʰáˤm	tʂʰɣæm˧˥
2084	㺖	㺖豃	荒檻	i7B	haemq	χáˤm	χáˤm	hɣæm˧˥
2085	巉	巉	仕檻	U7B	dzraemq	dʐáˤm	dʐáˤm	dʐɣæm˧˥
2086	范	范範軓笵犯𧍙	防錽	C9B	buomq	bə́m	bʋə́m	bɨam˧˥
2087	錽	錽𡕢𢨔	亡范	D9B	muomq	mə́m	mʋə́m	mɨam˧˥
2088	𦜒	𦜒	府犯	A9B	puomq	pə́m	pʋə́m	pɨam˧˥
2089	凵	凵㧄	丘犯	e8B	khyomq	kʰə́m	kʰj̈ə́m	kʰɨam˧˥
2090	釩	釩	峯犯	B9B	phuomq	pʰə́m	pʰʋə́m	pʰɨam˧˥
2091	𠑆	𠑆𨇧	丑犯	K8B	trhyomq	ʈʰém	ʈʰém	ʈʰɨam˧˥
2092	送	送鬆凇	蘇弄	QAC	soungh	sùɴ	sùɴ	suŋ˥˩
2093	鳳	鳳𠤈	馮貢	CBC	bungh	bùɴ	bʋùɴ	bɨuŋ˥˩
2094	貢	貢贛𣹟虹羾𨹁䇨㔶㯯𧆐	古送	dAC	koungh	qùɴ	qùɴ	kuŋ˥˩
2095	弄	弄𢙱梇礱哢㢅㳥	盧貢	IAC	loungh	ɫùɴ	ɫùɴ	luŋ˥˩
2096	涷	涷凍棟湩㼯𩭩䍶	多貢	EAC	toungh	tùɴ	tùɴ	tuŋ˥˩
2097	控	控倥悾鞚空𤗇	苦貢	eAC	khoungh	qʰùɴ	qʰùɴ	kʰuŋ˥˩
2098	糉	糉粽䁓偬㚇鯼緵	作弄	NAC	tsoungh	tsùɴ	tsùɴ	tsuŋ˥˩
2099	瓮	瓮甕𦉥罋𪖵	烏貢	hAC	qoungh	ʡùɴ	ʡùɴ	ʔuŋ˥˩
2100	謥	𧩪愡	千弄	OAC	tshoungh	tsʰùɴ	tsʰùɴ	tsʰuŋ˥˩
2101	洞	洞恫眮絧㓊峒詷胴慟筒駧衕迵戙㗢𩐵	徒弄	GAC	doungh	dùɴ	dùɴ	duŋ˥˩
2102	痛	痛	他貢	FAC	thoungh	tʰùɴ	tʰùɴ	tʰuŋ˥˩
2103	仲	仲蟲𩿀	直眾	LBC	drungh	ɖùɴ	ɖùɴ	ɖɨuŋ˥˩
2104	諷	諷風	方鳳	ABC	pungh	pùɴ	pʋùɴ	pɨuŋ˥˩
2105	焪	焪䛪䠻	去仲	eBC	khungh	kʰùɴ	kʰj̈ùɴ	kʰɨuŋ˥˩
2106	㝱	㝱夢瞢鄸䠢	莫鳳	DBC	mungh	mùɴ	mʋùɴ	mɨuŋ˥˩
2107	𧽒	𧽒䠗	香仲	iBC	hungh	xùɴ	xj̈ùɴ	hɨuŋ˥˩
2108	𢄐	𢄐霿艨	莫弄	DAC	moungh	ᵯùɴ	mùɴ	muŋ˥˩
2109	趥	趥	千仲	OBC	tshungh	tsʰjùɴ	tsʰjùɴ	tsʰɨuŋ˥˩
2110	賵	賵麷	撫鳳	BBC	phungh	pʰùɴ	pʰʋùɴ	pʰɨuŋ˥˩
2111	𣀒	𣀒𠏭	徂送	PAC	dzoungh	dzùɴ	dzùɴ	dzuŋ˥˩
2112	中	中衷	陟仲	JBC	trungh	ʈùɴ	ʈùɴ	ʈɨuŋ˥˩
2113	哄	哄烘港閧蕻	胡貢	jAC	ghoungh	ʁùɴ	ʁùɴ	ɦuŋ˥˩
2114	齈	齈癑	奴凍	HAC	noungh	nùɴ	nùɴ	nuŋ˥˩
2115	眾	衆	之仲	XBC	tjungh	tɕùɴ	tɕùɴ	tɕɨuŋ˥˩
2116	銃	銃	充仲	YBC	tjhungh	tɕʰùɴ	tɕʰùɴ	tɕʰɨuŋ˥˩
2117	㓽	㓽	仕仲	UBC	dzrungh	dʐùɴ	dʐùɴ	dʐɨuŋ˥˩
2118	烘	烘戇	呼貢	iAC	houngh	χùɴ	χùɴ	huŋ˥˩
2119	宋	宋	蘇統	QCC	songh	sòɴ	sòɴ	su̯oŋ˥˩
2120	綜	綜䝋錝	子宋	NCC	tsongh	tsòɴ	tsòɴ	tsu̯oŋ˥˩
2121	統	統𪎽	他綜	FCC	thongh	tʰòɴ	tʰòɴ	tʰu̯oŋ˥˩
2122	雺	雺	莫綜	DCC	mongh	ᵯòɴ	mòɴ	mu̯oŋ˥˩
2123	䃔	䃔㗢	乎宋	jCC	ghongh	ʁòɴ	ʁòɴ	ɦu̯oŋ˥˩
2124	用	用	余頌	lDC	juongh	jòɴ	jòɴ	jɨu̯o̝ŋ˥˩
2125	頌	頌誦訟吅	似用	RDC	zuongh	zjòɴ	zjòɴ	zɨu̯o̝ŋ˥˩
2126	俸	俸㡝縫捀	扶用	CDC	buongh	bòɴ	bʋòɴ	bɨu̯o̝ŋ˥˩
2127	共	共	渠用	fDC	guongh	ɡòɴ	ɡj̈òɴ	ɡɨu̯o̝ŋ˥˩
2128	葑	葑封	方用	ADC	puongh	pòɴ	pʋòɴ	pɨu̯o̝ŋ˥˩
2129	供	供龏	居用	dDC	kuongh	kòɴ	kj̈òɴ	kɨu̯o̝ŋ˥˩
2130	雍	雍灉㙲	於用	hDC	quongh	ʔòɴ	ʔj̈òɴ	ʔɨu̯o̝ŋ˥˩
2131	湩	湩堹諥	竹用	JDC	truongh	ʈòɴ	ʈòɴ	ʈɨu̯o̝ŋ˥˩
2132	縱	縱瘲	子用	NDC	tsuongh	tsjòɴ	tsjòɴ	tsɨu̯o̝ŋ˥˩
2133	蹱	蹱憃	丑用	KDC	trhuongh	ʈʰòɴ	ʈʰòɴ	ʈʰɨu̯o̝ŋ˥˩
2134	䩸	䩸𩉪𩼅	而用	cDC	njuongh	ɲòɴ	ɲòɴ	ȵɨu̯o̝ŋ˥˩
2135	種	種偅㼿	之用	XDC	tjuongh	tɕòɴ	tɕòɴ	tɕɨu̯o̝ŋ˥˩
2136	重	重緟𨉢	柱用	LDC	druongh	ɖòɴ	ɖòɴ	ɖɨu̯o̝ŋ˥˩
2137	贚	贚躘儱	良用	IDC	luongh	lòɴ	lòɴ	lɨu̯o̝ŋ˥˩
2138	恐	恐𢖶𦶐	區用	eDC	khuongh	kʰòɴ	kʰj̈òɴ	kʰɨu̯o̝ŋ˥˩
2139	從	從	疾用	PDC	dzuongh	dzjòɴ	dzjòɴ	dzɨu̯o̝ŋ˥˩
2140	𢫨	𢫨	穠用	MDC	nruongh	ɳòɴ	ɳòɴ	ɳɨu̯o̝ŋ˥˩
2141	絳	絳虹降𡲣洚	古巷	dEC	koeungh	qòˤɴ	qòˤɴ	kɣɔŋ˥˩
2142	巷	巷衖閧	胡絳	jEC	ghoeungh	ʁòˤɴ	ʁòˤɴ	ɦɣɔŋ˥˩
2143	戇	戇	陟降	JEC	troeungh	ʈòˤɴ	ʈòˤɴ	ʈɣɔŋ˥˩
2144	䡴	䡴憧𢤤幢撞艟	直絳	LEC	droeungh	ɖòˤɴ	ɖòˤɴ	ɖɣɔŋ˥˩
2145	𥈄	𥈄䚎	丑絳	KEC	trhoeungh	ʈʰòˤɴ	ʈʰòˤɴ	ʈʰɣɔŋ˥˩
2146	漴	漴	士絳	UEC	dzroeungh	dʐòˤɴ	dʐòˤɴ	dʐɣɔŋ˥˩
2147	肨	肨	匹絳	BEC	phoeungh	ᵱʰòˤɴ	pʰòˤɴ	pʰɣɔŋ˥˩
2148	䎫	䎫	楚絳	TEC	tsrhoeungh	tʂʰòˤɴ	tʂʰòˤɴ	tʂʰɣɔŋ˥˩
2149	淙	淙㦼	色絳	VEC	sroeungh	ʂòˤɴ	ʂòˤɴ	ʂɣɔŋ˥˩
2150	寘	寘忮伎觶伿䚳𢻈𡽆	支義	XFC	tjieh	tɕìe	tɕìe	tɕiᴇ˥˩
2151	避	避	毗義	CFC	bieh	bìe	bìe	biᴇ˥˩
2152	惴	惴𦥻𦦇	之睡	XFK	tjwieh	tɕwìe	tɕwìe	tɕʷiᴇ˥˩
2153	詈	詈荔離㿛珕𥶾	力智	IFC	lieh	lìe	lìe	liᴇ˥˩
2154	豉	豉𢻃𢐂鯷䩃䊓	是義	ZFC	djieh	dʑìe	dʑìe	dʑiᴇ˥˩
2155	積	積㰣𧂐𦎸	子智	NFC	tsieh	tsìe	tsìe	tsiᴇ˥˩
2156	賜	賜𧀩澌𣩠儩杫	斯義	QFC	sieh	sìe	sìe	siᴇ˥˩
2157	爲	爲	于僞	kFK	ueh	wɹìe	wɹìe	ɦʷiᴇ˥˩
2158	䞈	䞈垝㩻攱𢈌	詭僞	dFO	kueh	kɹwìe	kɹwìe	kʷɣiᴇ˥˩
2159	帔	帔秛襬	披義	BFG	phyeh	pʰɹìe	pʰɹìe	pʰɣiᴇ˥˩
2160	賁	賁佊詖貱陂跛藣	彼義	AFG	pyeh	pɹìe	pɹìe	pɣiᴇ˥˩
2161	髲	髲被鞁㢰旇𤿙	平義	CFG	byeh	bɹìe	bɹìe	bɣiᴇ˥˩
2162	累	累	良僞	IFK	lwieh	lwìe	lwìe	lʷiᴇ˥˩
2163	寄	寄䐀徛	居義	dFG	kyeh	kɹìe	kɹìe	kɣiᴇ˥˩
2164	臂	臂	卑義	AFC	pieh	pìe	pìe	piᴇ˥˩
2165	芰	芰騎鬾輢䝸㧘汥䛋	奇寄	fFG	gyeh	ɡɹìe	ɡɹìe	ɡɣiᴇ˥˩
2166	刺	刺刾㢀朿㡹𧧒莿庛蛓䛋	七賜	OFC	tshieh	tsʰìe	tsʰìe	tsʰiᴇ˥˩
2167	易	易㑥貤伿㒾敡	以豉	lFC	jieh	jìe	jìe	jiᴇ˥˩
2168	議	議誼竩𥫃𩈭義	宜寄	gFG	ngyeh	ŋɹìe	ŋɹìe	ŋɣiᴇ˥˩
2169	譬	譬㵨	匹賜	BFC	phieh	pʰìe	pʰìe	pʰiᴇ˥˩
2170	漬	漬眥𦎸㧘㱴髊骴胔	疾智	PFC	dzieh	dzìe	dzìe	dziᴇ˥˩
2171	智	智𣉻潪	知義	JFC	trieh	ʈìe	ʈìe	ʈiᴇ˥˩
2172	倚	倚輢陭	於義	hFG	qyeh	ʔɹìe	ʔɹìe	ʔɣiᴇ˥˩
2173	縋	縋膇槌錘腄甀硾	馳僞	LFK	drwieh	ɖwìe	ɖwìe	ɖʷiᴇ˥˩
2174	吹	吹䶴𥞃	尺僞	YFK	tjhwieh	tɕʰwìe	tɕʰwìe	tɕʰʷiᴇ˥˩
2175	戲	戲嚱	香義	iFG	hyeh	xɹìe	xɹìe	hɣiᴇ˥˩
2176	企	企𢺵跂𨑤蚑吱	去智	eFC	khieh	kʰìe	kʰìe	kʰiᴇ˥˩
2177	縊	縊㱲螠	於賜	hFC	qieh	ʔìe	ʔìe	ʔiᴇ˥˩
2178	翅	翅翄𦐊施馶啻鍦䗐䧴卶𤖻㒾翨	施智	aFC	sjieh	ɕìe	ɕìe	ɕiᴇ˥˩
2179	屣	屣灑𩌦襹曬	所寄	VFC	sryeh	ʂìe	ʂìe	ʂiᴇ˥˩
2180	觖	觖	窺瑞	eFK	khwieh	kʰwìe	kʰwìe	kʰʷiᴇ˥˩
2181	餧	餧萎䍴𣨙	於僞	hFO	queh	ʔɹwìe	ʔɹwìe	ʔʷɣiᴇ˥˩
2182	僞	僞	危睡	gFO	ngueh	ŋɹwìe	ŋɹwìe	ŋʷɣiᴇ˥˩
2183	毀	毀	況僞	iFO	hueh	xɹwìe	xɹwìe	hʷɣiᴇ˥˩
2184	恚	恚㜇	於避	hFK	qwieh	ʔwìe	ʔwìe	ʔʷiᴇ˥˩
2185	睡	睡瑞𨿠䅜	是僞	ZFK	djwieh	dʑwìe	dʑwìe	dʑʷiᴇ˥˩
2186	馶	馶翨	居企	dFC	kieh	kìe	kìe	kiᴇ˥˩
2187	䄲	䄲	而瑞	cFK	njwieh	ɲwìe	ɲwìe	ȵʷiᴇ˥˩
2188	卶	卶	充豉	YFC	tjhieh	tɕʰìe	tɕʰìe	tɕʰiᴇ˥˩
2189	䅗	䅗瀡	思累	QFK	swieh	swìe	swìe	sʷiᴇ˥˩
2190	娷	娷諈	竹恚	JFK	trwieh	ʈwìe	ʈwìe	ʈʷiᴇ˥˩
2191	瓗	瓗纗䜜贀	以睡	lFK	jwieh	jwìe	jwìe	jʷiᴇ˥˩
2192	諉	諉㨅㢻	女恚	MFK	nrwieh	ɳwìe	ɳwìe	ɳʷiᴇ˥˩
2193	瞡	瞡	規恚	dFK	kwieh	kwìe	kwìe	kʷiᴇ˥˩
2194	𧙁	𧙁𤿙	爭義	SFC	tsryeh	tʂìe	tʂìe	tʂiᴇ˥˩
2195	孈	孈	呼恚	iFK	hwieh	xwìe	xwìe	hʷiᴇ˥˩
2196	㞆	㞆掎	卿義	eFG	khyeh	kʰɹìe	kʰɹìe	kʰɣiᴇ˥˩
2197	至	至摯贄鷙礩䥍鴲懥䲀𩊝𩊞𢄢𡠗	脂利	XGC	tjih	tɕì	tɕì	tɕi˥˩
2198	位	位	于愧	kGK	uih	wɹì	wɹì	ɦʷi˥˩
2199	郿	郿媚魅鬽篃蝞嚜䉋煝娓	明祕	DGG	myih	mɹì	mɹì	mɣi˥˩
2200	遂	遂彗隧襚旞璲檖𣔾𤓫𤎩燧澻䡵鐆鐩穟𦼯蔧𦂁㒸𥝩穗䉌𩏚	徐醉	RGK	zwih	zwì	zwì	zʷi˥˩
2201	醉	醉檇	將遂	NGK	tswih	tswì	tswì	tsʷi˥˩
2202	邃	邃祟誶粹睟𠭥賥譢𢢝	雖遂	QGK	swih	swì	swì	sʷi˥˩
2203	類	類淚瓃𦝭垒蘱纍䇐禷	力遂	IGK	lwih	lwì	lwì	lʷi˥˩
2204	祕	祕毖閟轡柲鉍泌鄪費䀣䪐邲粊䉾𡛗	兵媚	AGG	pyih	pɹì	pɹì	pɣi˥˩
2205	匱	匱蕢臾饋餽𦆠櫃樻鞼簣𩌃	求位	fGO	guih	ɡɹwì	ɡɹwì	ɡʷɣi˥˩
2206	濞	濞嚊䑄㿙𦤢淠	匹備	BGG	phyih	pʰɹì	pʰɹì	pʰɣi˥˩
2207	備	備俻𤰇𤰈𡚤奰䑄糒犕絥鞴韍贔𣖾㣁𩇯㸢	平祕	CGG	byih	bɹì	bɹì	bɣi˥˩
2208	媿	媿愧聭謉騩䁛	俱位	dGO	kuih	kɹwì	kɹwì	kʷɣi˥˩
2209	帥	帥率	所類	VGK	sruih	ʂwì	ʂwì	ʂʷi˥˩
2210	喟	喟嘳樻䯣䰎腃䙡尯𨌗	丘愧	eGO	khuih	kʰɹwì	kʰɹwì	kʰʷɣi˥˩
2211	豷	豷燹	許位	iGO	huih	xɹwì	xɹwì	hʷɣi˥˩
2212	嗜	嗜𩝙𨢍視眎眂	常利	ZGC	djih	dʑì	dʑì	dʑi˥˩
2213	利	利𥝤䬆莅涖痢䚕䇐	力至	IGC	lih	lì	lì	li˥˩
2214	膩	膩𦡸䁊䣵	女利	MGC	nrih	ɳì	ɳì	ɳi˥˩
2215	屁	屁䊧	匹寐	BGC	phih	pʰì	pʰì	pʰi˥˩
2216	劓	劓	魚器	gGG	ngyih	ŋɹì	ŋɹì	ŋɣi˥˩
2217	致	致懫疐𢷐𨆫躓𨎌輊騺䞃𣱐懥㨖質駤	陟利	JGC	trih	ʈì	ʈì	ʈi˥˩
2218	棄	棄弃夡㞓蟿	詰利	eGC	khih	kʰì	kʰì	kʰi˥˩
2219	緻	緻稚遟稺𦃘𩹈治𠊷𢴧謘𩋩𦥐	直利	LGC	drih	ɖì	ɖì	ɖi˥˩
2220	寐	寐媢	彌二	DGC	mih	mì	mì	mi˥˩
2221	杘	杘𣐉誺𦥊訵𡳭跮𧩼	丑利	KGC	trhih	ʈʰì	ʈʰì	ʈʰi˥˩
2222	冀	冀兾覬穊驥𩥉洎懻	几利	dGG	kyih	kɹì	kɹì	kɣi˥˩
2223	臮	臮暨鱀洎垍塈𣽍	具冀	fGG	gyih	ɡɹì	ɡɹì	ɡɣi˥˩
2224	悸	悸𠊾猤痵𡬄	其季	fGK	gwih	ɡwì	ɡwì	ɡʷi˥˩
2225	翠	翠濢臎	七醉	OGK	tshwih	tsʰwì	tsʰwì	tsʰʷi˥˩
2226	二	二弍貳樲髶	而至	cGC	njih	ɲì	ɲì	ȵi˥˩
2227	恣	恣𣣌	資四	NGC	tsih	tsì	tsì	tsi˥˩
2228	次	次䳐佽䰍絘𩾔𧊒𣣌䯸	七四	OGC	tshih	tsʰì	tsʰì	tsʰi˥˩
2229	懿	懿饐㙪欭鷧撎亄	乙冀	hGG	qyih	ʔɹì	ʔɹì	ʔɣi˥˩
2230	四	四亖肆𩬶柶泗牭𧳙㣈駟𦞤蕼肂𦉭	息利	QGC	sih	sì	sì	si˥˩
2231	器	器	去冀	eGG	khyih	kʰɹì	kʰɹì	kʰɣi˥˩
2232	季	季瞡	居悸	dGK	kwih	kwì	kwì	kʷi˥˩
2233	鼻	鼻比枇𤹝坒襣䃾䫁䑄芘	毗至	CGC	bih	bì	bì	bi˥˩
2234	䁤	䁤婎睢	香季	iGK	hwih	xwì	xwì	hʷi˥˩
2235	痹	痹畀庇𦸣䃾比	必至	AGC	pih	pì	pì	pi˥˩
2236	萃	萃顇悴㱖䆊瘁	秦醉	PGK	dzwih	dzwì	dzwì	dzʷi˥˩
2237	地	地墬	徒四	GGC	dih	dì	dì	di˥˩
2238	齂	齂㕧屓呬𤡬䨳	虛器	iGG	hyih	xɹì	xɹì	hɣi˥˩
2239	肄	肄殔㡼貤勩隶㣇𥿫	羊至	lGC	jih	jì	jì	ji˥˩
2240	示	示諡謚眎貤	神至	bGC	zjih	ʑì	ʑì	ʑi˥˩
2241	自	自嫉	疾二	PGC	dzih	dzì	dzì	dzi˥˩
2242	墜	墜懟鎚	直類	LGK	drwih	ɖwì	ɖwì	ɖʷi˥˩
2243	出	出	尺類	YGK	tjhwih	tɕʰwì	tɕʰwì	tɕʰʷi˥˩
2244	遺	遺𤀷𢣘蜼瞶𧔥䗽	以醉	lGK	jwih	jwì	jwì	jʷi˥˩
2245	侐	侐	火季	iGK	hwih	xwì	xwì	hʷi˥˩
2246	轛	轛	追萃	JGK	trwih	ʈwì	ʈwì	ʈʷi˥˩
2247	痓	痓	充自	YGC	tjhih	tɕʰì	tɕʰì	tɕʰi˥˩
2248	屍	屍䛈	矢利	aGC	sjih	ɕì	ɕì	ɕi˥˩
2249	㿷	㿷	楚愧	TGK	tsrhuih	tʂʰwì	tʂʰwì	tʂʰʷi˥˩
2250	㽷	㽷𥤼	釋類	aGK	sjwih	ɕwì	ɕwì	ɕʷi˥˩
2251	志	志娡䓌誌痣織識	職吏	XHC	tjyh	tɕɨ̀	tɕɨ̀	tɕɨ˥˩
2252	值	值植治㨁𠍜	直吏	LHC	dryh	ɖɨ̀	ɖɨ̀	ɖɨ˥˩
2253	寺	寺嗣孠飤飼	祥吏	RHC	zyh	zjɨ̀	zjɨ̀	zɨ˥˩
2254	蛓	蛓蚝螆𧉠	七吏	OHC	tshyh	tsʰjɨ̀	tsʰjɨ̀	tsʰɨ˥˩
2255	笥	笥伺思覗	相吏	QHC	syh	sjɨ̀	sjɨ̀	sɨ˥˩
2256	試	試弑幟僿	式吏	aHC	sjyh	ɕɨ̀	ɕɨ̀	ɕɨ˥˩
