小韻號	廣韻對應小韻號	代表字	全部字	反切
3349	3533	娎	娎	許列
3350		啜	啜	處雪
3351	3535	㔍	箾	廁別
3352	3536	乴	乴	寺絕
3353	3672	錫	錫析裼晳緆蜴蜥淅惁㱤𧋐	先擊
3354	3673	激	激擊墼鸄敫𦼷𥨿	古歷
3355	3674	霹	霹劈憵釽	普激
3356	3675	靂	靂䟐酈𤻤轢瓅鎘礫秝櫪䍽櫟𩽏蒚鬲䮥𧘫䤙𠪱磿厤曆𨢌擽𦠓㽁𡳸㔏𪅼𧤜觻𥽗藶	閭激
3357	3676	的	的適嫡甋靮鏑馰滴肑𥕐玓扚𨑩𣂉䶂芍杓	都歷
3358	3677	檄	撽覡薂椺䚫	胡狄
3359	3678	鷁	鷁艗𧅖𠩫	五歷
3360	3679	荻	荻狄敵翟籊迪覿笛糴滌邮頔揪苖䢮㹍滷	徒歷
3361	3680	逖	逖倜詆趯剔惕𥉉䚐𢞒蓨𤈑籊	他歷
3362	3681	績	績勣樍	則歷
3363	3682	燩	燩𢶡𣪠喫𢿣䍊𥍰	去激
3364	3683	惄	惄溺愵	奴歷
3365	3684	寂	寂𠴫䚐	昨歷
3366	3685	覓	覓幦幎䮭糸鼏羃汨𧐎𨢎塓覭蓂䌐𧱻冖	莫歷
3367	3686	甓	甓鷿椑	扶歷
3368	3687	壁	壁鼊廦綼	北激
3369	3688	闃	闃䠐	苦鶪
3370	3689	郹	郹鶪狊湨鼳犑	古闃
3371	3690	戚	戚慼䥢𪔑鏚𧐶𧠪	倉歷
3372	3691	赥	赥鬩𧨃䈪𤄎	許狄
3373	3677	𪕯	𪕯	胡狄
3374	3649	昔	昔惜腊潟磶舄蕮棤焟鬄	私積
3375	3650	積	積脊蹐迹借踖𪃹𩺀䃊襀𧐐㵶𦟝	資亦
3376	3651	益	益謚嗌齸膉𦶩𨜶	伊昔
3377	3652	繹	繹𥜃亦弈奕帟譯懌斁驛醳嶧腋掖液䘸易痬蜴埸圛墿𦔥焲襗睪	羊益
3378	3653	釋	釋𥼶檡適𠁗郝睗晹𡣪𦔥螫䁺冟𩮜㚒	施隻
3379	3654	尺	尺赤斥蚇郝㚖滷	昌石
3380	3655	石	石碩祏鉐䲽䄷鼫	常尺
3381	3656	隻	隻適炙墌摭跖䞠𠪮䘸	之石
3382	3657	擲	擲䵂躑𣉻	直炙
3383	3658	皵	皵趚洓刺𧻕𧙞磧	七迹
3384	3659	席	席夕穸汐𨛳	詳昔
3385	3660	籍	籍藉耤踖塉庴瘠簎膌葃猎	秦昔
3386	3661	擗	擗椑躃闢𩪧㱸萆	房益
3387	3662	役	役䓈疫𩷍炈𩂹𪁛豛鈠	營隻
3388	3664	辟	辟鐴躄璧襞𨐨	必益
3389	3665	僻	僻癖廦	芳辟
3390	3663	瞁	瞁𥆛𦝳殈砉	許役
3391	3666	麝	麝射	食亦
3392	3668	𪐏	𪐏	竹益
3393	3669	彳	彳瓻	丑亦
3394	3626	麥	麥脉霡眿	莫獲
3395	3627	獲	獲畫嫿劃鱯彠㗲	胡麥
3396	3628	蟈	蟈馘幗膕㶁	古獲
3397	3629	蘗	蘗擘	博厄
3398	3630	䌟	䌟𦌠糪繴	蒲革
3399	3631	賾	賾葃耫矠	士革
3400	3632	責	責𩔳簀幘嫧咋謮笮迮舴蚱	側革
3401	3634	䇿	策冊嫧䶦拺㥽𧶷策茦	惻革
3402	3636	騞	騞繣𦑌𢄶㖪捇掝膕㦎	呼麥
3403	3635	礊	礊䙐緙	口革
3404	3637	覈	𩅢繳䃒翮核𦑜𣒃	下革
3405	3638	隔	隔膈鬲槅革𢡤諽䨣䪂𧈑	古核
3406	3639	摘	摘謫𤟍棏厇矺	陟革
3407	3640	戹	戹搤軶阸呝豟𧠞啞𩚬戹貖𣐖𧉵	烏革
3408	3641	栜	栜𣽤䨛㾊摵愬𡩡溹虩	所責
3409	3642	𢶉	𢶉糪	普麥
3410	3667	碧	碧	彼隔
3411	3625	欂	欂	皮碧
3412	3648	䭆	䭆	女戹
3413	3596	陌	陌帞袹𡠜貘蛨貊驀洦𡖶貉	莫百
3414	3597	磔	磔虴舴𪐏𩑒嫡𥧮托乇	陟格
3415	3599	伯	伯迫百栢㼣	博白
3416	3598	白	白帛舶鮊	傍百
3417	3600	劇	劇屐𨍿𤭏𢜭	奇逆
3418	3601	戟	戟撠𦺩郤卂	几劇
3419	3602	索	索䞽溹䂹	所戟
3420	3603	柵	柵䜺簎	惻戟
3421	3604	嚄	嚄	胡伯
3422	3605	嘖	嘖迮笮	側陌
3423	3606	齚	齚咋泎岝	鋤陌
3424	3607	隙	隙郤綌𠊬𡮂	綺戟
3425	3608	額	額峉䱮詻䩹	五陌
3426	3609	逆	逆縌㘙	宜戟
3427	3610	客	客喀礊	苦陌
3428	3611	啞	啞𩚬	烏陌
3429	3612	虩	虩	許郤
3430	3613	坼	坼䞣𩑒𤖴	丑格
3431	3614	䪝	䪝	乙百
3432	3615	𢫦	拍魄怕皛𠓗洦	普百
3433	3616	赫	赫嚇爀𢅰	呼格
3434	3617	垎	垎䞦楁輅	胡格
3435	3618	格	格𢓜𩹺茖骼觡鵅愅𩹿𪌣蛒𢼛	古陌
3436	3619	謋	謋漷𦑱	虎伯
3437	3620	宅	宅擇澤蘀鸅𩏪襗蠌乇𤁰	棖百
3438	3621	虢	虢	古伯
3439	3622	擭	擭濩蒦	一虢
3440	3623	蹃	蹃	女白
3441	3604	𡄴	𡄴	于陌
3442	3623	搦	搦	尼白
3443	3776	合	合䢔郃頜噈詥𪘁𡇶耠搭	胡閤
3444	3777	閤	閤鴿合鉿鮯蛤佮㧁㪉匌拾忣韐鞈	古沓
3445	3778	荅	荅𨃚	都合
3446	3779	趿	趿颯靸馺𢕬	蘇荅
3447	3780	沓	沓誻遝㧺㭼涾𩣯龖譶𧌏眔𦾽𣝋䂿蹹	徒合
3448	3781	錔	錔嚃䓠㛥踏𢃕鞜翻漯哈佮䶀䵬	他閤
3449	3782	雜	雜韴磼雥䕹䣟	徂合
3450	3783	帀	帀𠯗噆𣤶魳䍼	子荅
3451	3784	拉	拉摺磖𦒆菈𪇹	盧荅
3452	3785	納	納䪏蒳軜魶	奴荅
3453	3786	溘	溘㧁厒歁䆟	口荅
3454	3787	姶	姶𤸱罨罯𨂁𩋊	烏合
3455	3788	欱	欱㽺	呼合
3456	3789	𡀾	𡀾礏哈	五合
3457	3790	䟃	䟃㜗	七合
3458	3793	盍	盍闔嗑蓋𧪞篕	胡臘
3459	3794	臘	臘𪙷蠟鑞擸𥀰搚	盧盍
3460	3795	㿴	㿴耷搨矺𠞈笚搭䓠	都盍
3461	3796	榻	榻䑽毾鰈鰨𦶑傝狧𧪦𦐇鞳搭塔	吐盍
3462	3797	𣣹	𣣹	呼盍
3463	3799	蹋	蹋闒𧮑譫䍇䳴	徒盍
3464	3800	𠎷	𠎷𠿓	私盍
3465	3796	傝	傝	吐盍
3466	3801	儑	儑	五盍
3467	3802	䪞	䪞𢶍	才盍
3468	3803	䫦	䫦𧪞蓋嗑閘鉀䗘	古盍
3469	3804	榼	榼磕䶀	苦盍
3470	3805	鰪	鰪盫	安盍
3471	3806	囃	囃䵽	倉臘
3472	3843	洽	洽狹祫峽𪘘𠩘硤𤲍	侯夾
3473	3844	恰	恰幍搯䁍㓣帢䶢	苦洽
3474	3846	夾	夾郟筴韐跲裌䀫餄㿓䶢鵊䩡鞈	古洽
3475	3845	箑	箑煠䮢	士洽
3476	3847	眨	眨㞚偛	阻洽
3477	3848	插	插臿鍤扱疀笈	楚洽
3478	3850	䶎	䶎欱㰰敮	呼洽
3479	3849	𡆴	㘝	女洽
3480	3851	霎	霎歃萐	山洽
3481	3852	劄	劄𧉫	竹洽
3482	3853	𨂁	𨂁凹	烏洽
3483	3856	狎	狎匣翈霅𠗉𧆥柙	胡甲
3484	3857	𠗨	𠗨喋霅	丈甲
3485	3859	甲	甲胛梜押𥑐𩌍	古狎
3486	3858	鴨	鴨壓庘䆘押閘	烏狎
3487		𦦱	𦦱	初甲
3488	3860	翣	翣𧲌啑翜帹	所甲
3489	3861	呷	呷譀	呼甲
3490		渫	渫	士甲
3491	3809	葉	葉楪揲鍱煠䈎殜㯿	与涉
3492	3810	接	接椄睫楫婕淁𣶏菨鯜	紫葉
3493	3811	攝	攝灄睫弽欇	書涉
3494	3812	涉	涉	時攝
3495	3813	獵	獵鬣𣋲躐𡂏𩧆鱲犣㲱擸儠邋䜲𠠗㯿𥩺	良涉
3496	3814	捷	捷倢踕崨疌	疾葉
3497	3815	䐑	䐑㙷	直輒
3498	3816	㪑	㪑𦀖	於輒
3499	3817	𣀳	𣀳聶躡鑷𤴘踂㚔𣌍𩣘䌜帇	尼輒
3500	3818	謵	謵𣠞㚲詀㒤䧪喢𢛏	叱涉
3501	3819	讘	讘顳嵒㳧	而涉
3502	3820	讋	讋囁懾謺𣠞襵䝕	之涉
3503	3821	妾	妾𠟪鏶𢺅淁鯜	七接
3504	3822	鍤	鍤𩂻䈎煠	丑輒
3505	3823	极	扱笈拾𩾳	其輒
3506	3824	輒	輒耴襵鮿𢬴	陟涉
3507	3825	曄	曄饁	筠輒
3508	3826	𤷾	𤷾篋	去涉
3509	3827	萐	萐箑歃霎喢㰼	山輒
3510	3828	𦀖	𦀖劫鵖	居輒
3511	3829	厭	厭靨擪嬮	於葉
3512	3830	怗	怗帖𪔪鉆䩞貼跕𧋝呫𢃣	他協
3513	3831	協	協勰挾俠劦𠗉綊叶	胡頰
3514	3832	頰	頰鋏筴莢蛺唊𥞵	古協
3515	3833	愜	愜篋悏匧	苦協
3516	3834	牒	牒喋𨈈蹀諜堞𨐁㲲褺曡蝶𥷕牃褋褶墊慴㥈𠗨䴑	徒協
3517		擪	擪靨	於協
3518	3835	錜	錜苶埝𣊓𩐭捻籋鑈敜	奴協
3519	3836	燮	燮屧躞韘𤫉𦔼𤗈蜨	蘇協
3520	3837	㼲	㼲𪑘	盧協
3521	3838	聑	聑𠲷𢬴㝪笘	丁篋
3522	3839	䕹	䕹	在協
3523	3840	浹	浹㼪	子協
3524	3841	弽	弽䁋㛍	呼協
3525	3746	緝	緝咠諿𪔪葺	七入
3526	3747	十	十什拾	是執
3527	3748	執	執汁瓡𡠗	之入
3528	3749	習	習襲隰葺飁騽槢𪄶鰼	似入
3529		褶	褶	神執
3530	3750	集	集輯檝慹𦺴鏶𠦫	秦入
3531	3751	入	入卄	爾執
3532	3752	揖	揖挹	伊入
3533	3753	溼	溼䏉	失入
3534	3754	㗱	㗱潗䌖湒蓻𧚨𦺴葺	姊入
3535	3755	及	及𦶍苙笈㧀	其立
3536	3757	縶	縶𩅀馽	陟立
3537	3756	蟄	蟄䐲㞏	直立
3538	3758	立	立䶘粒笠鴗苙砬䇐	力急
3539	3759	急	急給芨汲伋級彶𦳌㽺皀𩾳	居立
3540	3760	岌	岌	魚及
3541	3761	泣	泣湆㬤	去急
3542	3762	𩎕	𩎕霫卌㗩	先立
3543	3764	吸	吸歙翕𧬈潝熻嬆翖𨝫	許及
3544	3763	澀	澀鈒雭歰翜	色立
3545	3765	戢	戢𦠾𧥄㗊蕺濈嶯	阻立
3546	3766	邑	邑悒裛浥䓃䭂	英及
3547	3767	湁	湁雴	丑立
3548	3768	煜	煜曄熠	爲立
3549	3770	𡆴	㘝	女縶
3550	3772	鵖	鵖	房及
3551	3774	偛	偛㞚䙄	
3552	3540	藥	藥躍礿蘥鑰瀹爚籥𡶂鸙纅䋤㜰𤒀䠯𨈋龠䟑𤄶	以灼
3553	3541	略	略䌎掠䂮𧐯䀩𧎾	離灼
3554	3542	脚	腳屩卻	居灼
3555	3543	灼	灼斫彴㣿勺酌繳焯䅵𧘑䇽犳䶂	之藥
3556	3544	爍	爍鑠獡㜰𤻲	書藥
3557	3545	若	若𦴈弱鄀箬掿蒻䐞惹叒	而灼
3558	3546	綽	綽磭婥	處灼
3559	3547	約	約葯	於略
3560	3548	却	卻𨟠	去約
3561	3549	虐	虐瘧	魚約
3562	3569	謔	謔	虛約
3563	3550	妁	妁杓仢芍勺汋	市若
3564	3551	𤟭	㲋婼逴辵𧍷	丑略
3565	3552	削	削	息略
3566	3553	斮	斮	側略
3567	3554	爵	爵雀㩱燋	即略
3568	3555	皭	皭嚼爝	在爵
3569	3556	鵲	鵲趞㹱䇎芍碏	七雀
3570	3557	噱	噱蹻𠊬谷䁔𧍕	其虐
3571	3558	嬳	嬳彠	憂縛
3572	3559	縛	縛	符玃
3573	3560	矆	矆彏	許縛
3574	3561	籰	籰	王縛
3575	3562	玃	玃𧾱钁攫矍躩𨏹𪈴	居縛
3576	3563	著	著芍擆斱	竹略
3577	3564	著	著	直略
3578	3566	戄	戄䣤𡚠貜	衢籰
3579	3570	鐸	鐸剫𢜬踱凙度襗䐾㤞𩍜𩑒	徒各
3580	3571	莫	莫幕鄚膜鏌摸漠瘼𢊗慔寞	慕各
3581	3572	落	落烙絡洛珞酪樂轢笿硌駱𤽼𩊚㓢馲鮥䶅䀩𩂣𪇱濼袼	盧各
3582	3573	託	託袥橐魠籜柝侂沰蘀𩢵飥	他各
3583	3574	作	作柞糳迮	子洛
3584	3575	錯	錯厝䱜逪縒	倉各
3585	3576	各	各閣格胳	古落
3586	3577	恪	恪	苦各
3587	3578	愕	愕鄂諤鍔崿鶚鰐萼噩𡓐㮙𧊜顎𩖀	五各
3588	3580	惡	惡蝁堊	烏各
3589	3587	諾	諾	奴各
3590	3579	粕	粕𩔈濼𦢸䪙搏𥴮𦥭𦿍胉	匹各
3591	3581	泊	泊亳箔薄鎛𩽛𩍿踄	傍各
3592	3582	臛	𦞦鄗壑蠚郝嗃	呵各
3593	3583	索	索𢱢𩌈	蘇各
3594	3584	涸	涸𠗂鶴狢䅂佫䶅貈	下各
3595	3585	昨	昨酢莋𣫞鑿笮柞㸲怍秨䣢筰𢂃𦁎醋	在各
3596	3586	博	博髆爆搏餺鑮鎛㗘襮䶈䗚䍸䙏	補各
3597	3588	霍	霍霩䁨蒮	虎郭
3598	3589	郭	郭崞槨擴	古博
3599	3590	雘	艧𩟓蠖	烏郭
3600	3591	穫	穫㦜檴鑊𤐰䨥𤻙	胡郭
3601	3592	廓	廓鞹𠠎漷	苦郭
3602	3694	職	軄織膱蟙𧄕職	之翼
3603	3695	直	直犆	除力
3604	3696	力	力扐屴仂泐𡯄	良直
3605	3697	勅	敕飭淔趩拭侙𪀦遫栻荲	褚力
3606	3698	陟	陟稙	竹力
3607	3699	食	食蝕	乘力
3608	3700	息	息鄎㮩瘜𦞜蒠熄	相即
3609	3701	寔	寔湜殖植埴	常職
3610	3702	識	識式拭軾飾	商職
3611	3703	赩	赩𥈜衋䵱	許力
3612	3705	極	極	渠力
3613	3704	崱	崱𡸦	士力
3614	3706	匿	匿𧈟㥾	女力
3615	3707	測	測惻畟𡍫䔴	愴力
3616	3708a	憶	憶臆億繶澺醷檍薏䗷𠶷𩍖𣚍	於力
3617	3710	䩯	䩯	丘力
3618	3709	色	色㱇嗇𩍙穡薔濇繬	所力
3619	3711	殛	殛㥛襋棘蕀𡕮	紀力
3620	3712	弋	弋翊翌廙黓翼䴬隿𧃟㚤潩杙𢎀𧾰㔴𦔜芅釴	与職
3621	3713	即	即稷㮨㹄蝍□□□□𤊵𤠎	子力
3622	3714	逼	逼皕偪䫾㘠	彼側
3623	3715	域	域□□□□琙𦈸𪑝	榮逼
3624	3716	洫	洫閾緎侐𥄎□□□	況逼
3625	3717	堛	堛愊踾𤗚𩜰揊稫畗副䦼	芳逼
3626	3718	𥟔	稄𣅳𢯩仄萴側夨夨	阻力
3627	3719	愎	愎腷𤐸	皮逼
3628	3708b	抑	抑𡊶	於棘
3629	3720	嶷	嶷薿觺	魚力
3630	3721	堲	堲	秦力
3631	3725	德	德得䙷	多特
3632	3726	則	則	即勒
3633	3727	勒	勒肋扐仂𤨕艻阞	盧德
3634	3728	忒	忒㧹慝𥊸	他則
3635	3729	刻	刻克剋勊	苦德
3636	3730	特	特𧴮𧈱樴蚮	徒德
3637	3731	黑	黑濹㱄	呼德
3638	3732	墨	墨默䘃冒纆嫼䁇𪑥㒻	莫北
3639	3733	賊	賊鱡𧒿	昨則
3640	3734	塞	塞𢞝	蘇則
3641	3735	北	北	波墨
3642	3736	菔	菔僰匐垘䞳𠣵䵗𧟱	傍北
3643	3737	或	或惑蜮𡿿	胡國
3644	3738	國	國	古或
3645	3739	䬵	䬵	愛墨
3646	3741	䘅	䘅	乃北
3647	3862	業	業鄴驜㸣𠟪䧨	魚怯
3648	3863	脅	脅𣣲㢵	虛業
3649	3864	怯	怯	去劫
3650	3865	劫	劫扱跲鉣拾	居怯
3651	3866	腌	腌罨裛𣩯䎨㪑䱒𩋊䤶	於業
3652	3869	乏	乏	房法
3653	3870	法	法	方乏
3654	3872	猲	猲姂	起法
